form_id,lexeme,cell,source_form,orth_form,phon_form,analysed_orth_form,analysed_phon_form,paradigm_tag,source,page,language_id
hmar162,mu,3.pl.1.pl.excl.fut.neg,mi m̥u nɔ ni hai,miΣnɔnihai,m i Σ n ɔ n i h a i,mi+Σ+nɔ+ni+hai,m i + Σ + n ɔ + n i + h a i,emph,Infimate2025Hmar,nopage,hmar
hmar163,mu,3.pl.1.pl.incl.fut.neg,mi m̥u nɔ ni hai,miΣnɔnihai,m i Σ n ɔ n i h a i,mi+Σ+nɔ+ni+hai,m i + Σ + n ɔ + n i + h a i,emph,Infimate2025Hmar,nopage,hmar
hmar164,mu,3.pl.1.pl.excl.fut.neg,an mi m̥u nɔʔ diŋ,anmiΣnɔdiŋ,a n m i Σ n ɔ d i ŋ,a+n+mi+Σ+nɔ+diŋ,a + n + m i + Σ + n ɔ + d i ŋ,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar165,mu,3.pl.1.pl.incl.fut.neg,an mi m̥u nɔʔ diŋ,anmiΣnɔdiŋ,a n m i Σ n ɔ d i ŋ,a+n+mi+Σ+nɔ+diŋ,a + n + m i + Σ + n ɔ + d i ŋ,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar166,mu,3.sg.2.sg.fut.neg,m̥u nɔ-ŋ a ti ce,Σnɔŋatice,Σ n ɔ ŋ a t i ts e,Σ+nɔ+ŋ+a+ti+ce,Σ + n ɔ + ŋ + a + t i + ts e,default,Infimate2025Hmar,nopage,hmar
hmar167,mu,3.sg.2.sg.fut.neg,a m̥u nɔ diŋ ce,aΣnɔdiŋce,a Σ n ɔ d i ŋ ts e,a+Σ+nɔ+diŋ+ce,a + Σ + n ɔ + d i ŋ + ts e,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar168,mu,3.sg.2.sg.fut.neg,m̥u nɔ ni ce,Σnɔnice,Σ n ɔ n i ts e,Σ+nɔ+ni+ce,Σ + n ɔ + n i + ts e,emph,Infimate2025Hmar,nopage,hmar
hmar169,mu,3.sg.2.pl.fut.neg,m̥u nɔ-ŋ a ti ceu,Σnɔŋaticeu,Σ n ɔ ŋ a t i ts e u,Σ+nɔ+ŋ+a+ti+ce+u,Σ + n ɔ + ŋ + a + t i + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar170,mu,3.sg.2.pl.fut.neg,a m̥u nɔ diŋ ceu,aΣnɔdiŋceu,a Σ n ɔ d i ŋ ts e u,a+Σ+nɔ+diŋ+ce+u,a + Σ + n ɔ + d i ŋ + ts e + u,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar171,mu,3.sg.2.pl.fut.neg,m̥u nɔ ni ceu,Σnɔniceu,Σ n ɔ n i ts e u,Σ+nɔ+ni+ce+u,Σ + n ɔ + n i + ts e + u,emph,Infimate2025Hmar,nopage,hmar
hmar172,mu,3.pl.2.sg.fut.neg,m̥u nɔ-ŋ an ti ce,Σnɔŋantice,Σ n ɔ ŋ a n t i ts e,Σ+nɔ+ŋ+a+n+ti+ce,Σ + n ɔ + ŋ + a + n + t i + ts e,default,Infimate2025Hmar,nopage,hmar
hmar173,mu,3.pl.2.sg.fut.neg,an m̥u nɔ diŋ ce,anΣnɔdiŋce,a n Σ n ɔ d i ŋ ts e,a+n+Σ+nɔ+diŋ+ce,a + n + Σ + n ɔ + d i ŋ + ts e,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar174,mu,3.pl.2.sg.fut.neg,m̥u nɔ ni hai ce,Σnɔnihaice,Σ n ɔ n i h a i ts e,Σ+nɔ+ni+hai+ce,Σ + n ɔ + n i + h a i + ts e,emph,Infimate2025Hmar,nopage,hmar
hmar175,mu,3.pl.2.pl.fut.neg,m̥u nɔ-ŋ an ti ceu,Σnɔŋanticeu,Σ n ɔ ŋ a n t i ts e u,Σ+nɔ+ŋ+a+n+ti+ce+u,Σ + n ɔ + ŋ + a + n + t i + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar176,mu,3.pl.2.pl.fut.neg,an m̥u nɔ diŋ ceu,anΣnɔdiŋceu,a n Σ n ɔ d i ŋ ts e u,a+n+Σ+nɔ+diŋ+ce+u,a + n + Σ + n ɔ + d i ŋ + ts e + u,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar177,mu,3.pl.2.pl.fut.neg,m̥u nɔ ni hai ceu,Σnɔnihaiceu,Σ n ɔ n i h a i ts e u,Σ+nɔ+ni+hai+ce+u,Σ + n ɔ + n i + h a i + ts e + u,emph,Infimate2025Hmar,nopage,hmar
hmar178,mu,3.sg.3.sg.fut.neg,m̥u nɔ-ŋ a tiʔ,Σnɔŋatiʔ,Σ n ɔ ŋ a t i ʔ,Σ+nɔ+ŋ+a+tiʔ,Σ + n ɔ + ŋ + a + t i ʔ,default,Infimate2025Hmar,nopage,hmar
hmar179,mu,3.sg.3.sg.fut.neg,a m̥u nɔ diŋ,aΣnɔdiŋ,a Σ n ɔ d i ŋ,a+Σ+nɔ+diŋ,a + Σ + n ɔ + d i ŋ,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar180,mu,3.sg.3.sg.fut.neg,m̥u nɔ niʔ,Σnɔniʔ,Σ n ɔ n i ʔ,Σ+nɔ+niʔ,Σ + n ɔ + n i ʔ,emph,Infimate2025Hmar,nopage,hmar
hmar181,mu,3.sg.3.pl.fut.neg,m̥u nɔ-ŋ a tiʔ,Σnɔŋatiʔ,Σ n ɔ ŋ a t i ʔ,Σ+nɔ+ŋ+a+tiʔ,Σ + n ɔ + ŋ + a + t i ʔ,default,Infimate2025Hmar,nopage,hmar
hmar182,mu,3.sg.3.pl.fut.neg,a m̥u nɔ diŋ,aΣnɔdiŋ,a Σ n ɔ d i ŋ,a+Σ+nɔ+diŋ,a + Σ + n ɔ + d i ŋ,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar183,mu,3.sg.3.pl.fut.neg,m̥u nɔ niʔ,Σnɔniʔ,Σ n ɔ n i ʔ,Σ+nɔ+niʔ,Σ + n ɔ + n i ʔ,emph,Infimate2025Hmar,nopage,hmar
hmar184,mu,3.pl.3.sg.fut.neg,m̥u nɔ-ŋ an tiʔ,Σnɔŋantiʔ,Σ n ɔ ŋ a n t i ʔ,Σ+nɔ+ŋ+a+n+tiʔ,Σ + n ɔ + ŋ + a + n + t i ʔ,default,Infimate2025Hmar,nopage,hmar
hmar185,mu,3.pl.3.sg.fut.neg,m̥u nɔ ni hai,Σnɔnihai,Σ n ɔ n i h a i,Σ+nɔ+ni+hai,Σ + n ɔ + n i + h a i,emph,Infimate2025Hmar,nopage,hmar
hmar186,mu,3.pl.3.sg.fut.neg,an m̥u nɔ diŋ,anΣnɔdiŋ,a n Σ n ɔ d i ŋ,a+n+Σ+nɔ+diŋ,a + n + Σ + n ɔ + d i ŋ,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar187,mu,3.pl.3.pl.fut.neg,m̥u nɔ-ŋ an tiʔ,Σnɔŋantiʔ,Σ n ɔ ŋ a n t i ʔ,Σ+nɔ+ŋ+a+n+tiʔ,Σ + n ɔ + ŋ + a + n + t i ʔ,default,Infimate2025Hmar,nopage,hmar
hmar188,mu,3.pl.3.pl.fut.neg,m̥u nɔ ni hai,Σnɔnihai,Σ n ɔ n i h a i,Σ+nɔ+ni+hai,Σ + n ɔ + n i + h a i,emph,Infimate2025Hmar,nopage,hmar
hmar189,mu,3.pl.3.pl.fut.neg,an m̥u nɔ diŋ,anΣnɔdiŋ,a n Σ n ɔ d i ŋ,a+n+Σ+nɔ+diŋ,a + n + Σ + n ɔ + d i ŋ,pragm_marked,Infimate2025Hmar,nopage,hmar
hmar190,fe,1.sg.nfut.aff,ka fe,kaΣ,k a Σ,ka+Σ,k a + Σ,default,Infimate2025Hmar,nopage,hmar
hmar191,fe,1.pl.incl.nfut.aff,ei fe ,eiΣ,ei Σ,ei+Σ,ei + Σ,default,Infimate2025Hmar,nopage,hmar
hmar192,fe,1.pl.excl.nfut.aff,kan fe ,kanΣ,k a n Σ,ka+n+Σ,k a + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar193,mu,1.sg.2.sg.nfut.aff,ka m̥u ce,kaΣce,k a Σ ts e,ka+Σ+ce,k a + Σ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar194,mu,1.sg.2.pl.nfut.aff,ka m̥u ceu,kaΣceu,k a Σ ts e u,ka+Σ+ce+u,k a + Σ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar195,mu,1.pl.excl.2.sg.nfut.aff,kan m̥u ce,kanΣce,k a n Σ ts e,ka+n+Σ+ce,k a + n + Σ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar196,mu,1.pl.excl.2.pl.nfut.aff,kan m̥u ceu,kanΣceu,k a n Σ ts e u,ka+n+Σ+ce+u,k a + n + Σ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar197,mu,1.sg.3.sg.nfut.aff,ka Ø m̥u,kaΣ,k a Σ,ka+Σ,k a + Σ,default,Infimate2025Hmar,nopage,hmar
hmar198,mu,1.sg.3.pl.nfut.aff,ka Ø m̥u,kaΣ,k a Σ,ka+Σ,k a + Σ,default,Infimate2025Hmar,nopage,hmar
hmar199,mu,1.pl.incl.3.sg.nfut.aff,ei Ø m̥u,eiΣ,ei Σ,ei+Σ,ei + Σ,default,Infimate2025Hmar,nopage,hmar
hmar200,mu,1.pl.excl.3.sg.nfut.aff,kan Ø m̥u,kanΣ,k a n Σ,ka+n+Σ,k a + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar201,mu,1.pl.incl.3.pl.nfut.aff,ei Ø m̥u,eiΣ,ei Σ,ei+Σ,ei + Σ,default,Infimate2025Hmar,nopage,hmar
hmar202,mu,1.pl.excl.3.pl.nfut.aff,kan Ø m̥u,kanΣ,k a n Σ,ka+n+Σ,k a + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar203,fe,2.sg.nfut.aff,i fe,iΣ,i Σ,i+Σ,i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar204,fe,2.pl.nfut.aff,in fe,inΣ,i n Σ,i+n+Σ,i + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar205,mu,2.sg.1.sg.nfut.aff,i mi m̥u,imiΣ,i m i Σ,i+mi+Σ,i + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar206,mu,2.sg.1.pl.excl.nfut.aff,i mi m̥u,imiΣ,i m i Σ,i+mi+Σ,i + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar207,mu,2.pl.1.sg.nfut.aff,in mi m̥u,inmiΣ,i n m i Σ,i+n+mi+Σ,i + n + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar208,mu,2.pl.1.pl.excl.nfut.aff,in mi m̥u,inmiΣ,i n m i Σ,i+n+mi+Σ,i + n + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar209,mu,2.sg.3.sg.nfut.aff,i Ø m̥u,iΣ,i Σ,i+Σ,i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar210,mu,2.sg.3.pl.nfut.aff,i Ø m̥u,iΣ,i Σ,i+Σ,i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar211,mu,2.pl.3.sg.nfut.aff,in Ø m̥u,inΣ,i n Σ,i+n+Σ,i + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar212,mu,2.pl.3.pl.nfut.aff,in Ø m̥u,inΣ,i n Σ,i+n+Σ,i + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar213,fe,3.sg.nfut.aff,a fe,aΣ,a Σ,a+Σ,a + Σ,default,Infimate2025Hmar,nopage,hmar
hmar214,fe,3.pl.nfut.aff,an fe,anΣ,a n Σ,a+n+Σ,a + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar215,mu,3.sg.1.sg.nfut.aff,a mi m̥u,amiΣ,a m i Σ,a+mi+Σ,a + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar216,mu,3.sg.1.pl.excl.nfut.aff,a mi m̥u,amiΣ,a m i Σ,a+mi+Σ,a + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar217,mu,3.sg.1.pl.incl.nfut.aff,a mi m̥u,amiΣ,a m i Σ,a+mi+Σ,a + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar218,mu,3.pl.1.sg.nfut.aff,an mi m̥u,anmiΣ,a n m i Σ,a+n+mi+Σ,a + n + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar219,mu,3.pl.1.pl.excl.nfut.aff,an mi m̥u,anmiΣ,a n m i Σ,a+n+mi+Σ,a + n + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar220,mu,3.pl.1.pl.incl.nfut.aff,an mi m̥u,anmiΣ,a n m i Σ,a+n+mi+Σ,a + n + m i + Σ,default,Infimate2025Hmar,nopage,hmar
hmar221,mu,3.sg.2.sg.nfut.aff,a m̥u ce,aΣce,a Σ ts e,a+Σ+ce,a + Σ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar222,mu,3.sg.2.pl.nfut.aff,a m̥u ceu,aΣceu,a Σ ts e u,a+Σ+ce+u,a + Σ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar223,mu,3.pl.2.sg.nfut.aff,an m̥u ce,anΣce,a n Σ ts e,a+n+Σ+ce,a + n + Σ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar224,mu,3.pl.2.pl.nfut.aff,an m̥u ceu,anΣceu,a n Σ ts e u,a+n+Σ+ce+u,a + n + Σ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar225,mu,3.sg.3.sg.nfut.aff,a Ø m̥u,aΣ,a Σ,a+Σ,a + Σ,default,Infimate2025Hmar,nopage,hmar
hmar226,mu,3.sg.3.pl.nfut.aff,a Ø m̥u,aΣ,a Σ,a+Σ,a + Σ,default,Infimate2025Hmar,nopage,hmar
hmar227,mu,3.pl.3.sg.nfut.aff,an Ø m̥u,anΣ,a n Σ,a+n+Σ,a + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar228,mu,3.pl.3.pl.nfut.aff,an Ø m̥u,anΣ,a n Σ,a+n+Σ,a + n + Σ,default,Infimate2025Hmar,nopage,hmar
hmar229,fe,1.sg.nfut.neg,ka fe nɔʔ,kaΣnɔʔ,k a Σ n ɔ ʔ,ka+Σ+nɔʔ,k a + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar230,fe,1.pl.incl.nfut.neg,ei fe nɔʔ,eiΣnɔʔ,ei Σ n ɔ ʔ,ei+Σ+nɔʔ,ei + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar231,fe,1.pl.excl.nfut.neg,kan fe nɔʔ,kanΣnɔʔ,k a n Σ n ɔ ʔ,ka+n+Σ+nɔʔ,k a + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar232,mu,1.sg.2.sg.nfut.neg,ka m̥u nɔ ce,kaΣnɔce,k a Σ n ɔ ts e,ka+Σ+nɔ+ce,k a + Σ + n ɔ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar233,mu,1.sg.2.pl.nfut.neg,ka m̥u nɔ ceu,kaΣnɔceu,k a Σ n ɔ ts e u,ka+Σ+nɔ+ce+u,k a + Σ + n ɔ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar234,mu,1.pl.excl.2.sg.nfut.neg,kan m̥u nɔ ce,kanΣnɔce,k a n Σ n ɔ ts e,ka+n+Σ+nɔ+ce,k a + n + Σ + n ɔ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar235,mu,1.pl.excl.2.pl.nfut.neg,kan m̥u nɔ ceu,kanΣnɔceu,k a n Σ n ɔ ts e u,ka+n+Σ+nɔ+ce+u,k a + n + Σ + n ɔ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar236,mu,1.sg.3.sg.nfut.neg,ka Ø m̥u nɔʔ,kaΣnɔʔ,k a Σ n ɔ ʔ,ka+Σ+nɔʔ,k a + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar237,mu,1.sg.3.pl.nfut.neg,ka Ø m̥u nɔʔ,kaΣnɔʔ,k a Σ n ɔ ʔ,ka+Σ+nɔʔ,k a + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar238,mu,1.pl.incl.3.sg.nfut.neg,ei Ø m̥u nɔʔ,eiΣnɔʔ,ei Σ n ɔ ʔ,ei+Σ+nɔʔ,ei + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar239,mu,1.pl.excl.3.sg.nfut.neg,kan Ø m̥u nɔʔ,kanΣnɔʔ,k a n Σ n ɔ ʔ,ka+n+Σ+nɔʔ,k a + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar240,mu,1.pl.incl.3.pl.nfut.neg,ei Ø m̥u nɔʔ,eiΣnɔʔ,ei Σ n ɔ ʔ,ei+Σ+nɔʔ,ei + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar241,mu,1.pl.excl.3.pl.nfut.neg,kan Ø m̥u nɔʔ,kanΣnɔʔ,k a n Σ n ɔ ʔ,ka+n+Σ+nɔʔ,k a + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar242,fe,2.sg.nfut.neg,i fe nɔʔ,iΣnɔʔ,i Σ n ɔ ʔ,i+Σ+nɔʔ,i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar243,fe,2.pl.nfut.neg,in fe nɔʔ,inΣnɔʔ,i n Σ n ɔ ʔ,i+n+Σ+nɔʔ,i + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar244,mu,2.sg.1.sg.nfut.neg,i mi m̥u nɔʔ,imiΣnɔʔ,i m i Σ n ɔ ʔ,i+mi+Σ+nɔʔ,i + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar245,mu,2.sg.1.pl.excl.nfut.neg,i mi m̥u nɔʔ,imiΣnɔʔ,i m i Σ n ɔ ʔ,i+mi+Σ+nɔʔ,i + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar246,mu,2.pl.1.sg.nfut.neg,in mi m̥u nɔʔ,inmiΣnɔʔ,i n m i Σ n ɔ ʔ,i+n+mi+Σ+nɔʔ,i + n + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar247,mu,2.pl.1.pl.excl.nfut.neg,in mi m̥u nɔʔ,inmiΣnɔʔ,i n m i Σ n ɔ ʔ,i+n+mi+Σ+nɔʔ,i + n + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar248,mu,2.sg.3.sg.nfut.neg,i Ø m̥u nɔʔ,iΣnɔʔ,i Σ n ɔ ʔ,i+Σ+nɔʔ,i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar249,mu,2.sg.3.pl.nfut.neg,i Ø m̥u nɔʔ,iΣnɔʔ,i Σ n ɔ ʔ,i+Σ+nɔʔ,i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar250,mu,2.pl.3.sg.nfut.neg,in Ø m̥u nɔʔ,inΣnɔʔ,i n Σ n ɔ ʔ,i+n+Σ+nɔʔ,i + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar251,mu,2.pl.3.pl.nfut.neg,in Ø m̥u nɔʔ,inΣnɔʔ,i n Σ n ɔ ʔ,i+n+Σ+nɔʔ,i + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar252,fe,3.sg.nfut.neg,a fe nɔʔ,aΣnɔʔ,a Σ n ɔ ʔ,a+Σ+nɔʔ,a + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar253,fe,3.pl.nfut.neg,an fe nɔʔ,anΣnɔʔ,a n Σ n ɔ ʔ,a+n+Σ+nɔʔ,a + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar254,mu,3.sg.1.sg.nfut.neg,a mi m̥u nɔʔ,amiΣnɔʔ,a m i Σ n ɔ ʔ,a+mi+Σ+nɔʔ,a + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar255,mu,3.sg.1.pl.excl.nfut.neg,a mi m̥u nɔʔ,amiΣnɔʔ,a m i Σ n ɔ ʔ,a+mi+Σ+nɔʔ,a + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar256,mu,3.sg.1.pl.incl.nfut.neg,a mi m̥u nɔʔ,amiΣnɔʔ,a m i Σ n ɔ ʔ,a+mi+Σ+nɔʔ,a + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar257,mu,3.pl.1.sg.nfut.neg,an mi m̥u nɔʔ,anmiΣnɔʔ,a n m i Σ n ɔ ʔ,a+n+mi+Σ+nɔʔ,a + n + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar258,mu,3.pl.1.pl.excl.nfut.neg,an mi m̥u nɔʔ,anmiΣnɔʔ,a n m i Σ n ɔ ʔ,a+n+mi+Σ+nɔʔ,a + n + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar259,mu,3.pl.1.pl.incl.nfut.neg,an mi m̥u nɔʔ,anmiΣnɔʔ,a n m i Σ n ɔ ʔ,a+n+mi+Σ+nɔʔ,a + n + m i + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar260,mu,3.sg.2.sg.nfut.neg,a m̥u nɔ ce,aΣnɔce,a Σ n ɔ ts e,a+Σ+nɔ+ce,a + Σ + n ɔ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar261,mu,3.sg.2.pl.nfut.neg,a m̥u nɔ ceu,aΣnɔceu,a Σ n ɔ ts e u,a+Σ+nɔ+ce+u,a + Σ + n ɔ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar262,mu,3.pl.2.sg.nfut.neg,an m̥u nɔ ce,anΣnɔce,a n Σ n ɔ ts e,a+n+Σ+nɔ+ce,a + n + Σ + n ɔ + ts e,default,Infimate2025Hmar,nopage,hmar
hmar263,mu,3.pl.2.pl.nfut.neg,an m̥u nɔ ceu,anΣnɔceu,a n Σ n ɔ ts e u,a+n+Σ+nɔ+ce+u,a + n + Σ + n ɔ + ts e + u,default,Infimate2025Hmar,nopage,hmar
hmar264,mu,3.sg.3.sg.nfut.neg,a Ø m̥u nɔʔ,aΣnɔʔ,a Σ n ɔ ʔ,a+Σ+nɔʔ,a + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar265,mu,3.sg.3.pl.nfut.neg,a Ø m̥u nɔʔ,aΣnɔʔ,a Σ n ɔ ʔ,a+Σ+nɔʔ,a + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar266,mu,3.pl.3.sg.nfut.neg,an Ø m̥u nɔʔ,anΣnɔʔ,a n Σ n ɔ ʔ,a+n+Σ+nɔʔ,a + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
hmar267,mu,3.pl.3.pl.nfut.neg,an Ø m̥u nɔʔ,anΣnɔʔ,a n Σ n ɔ ʔ,a+n+Σ+nɔʔ,a + n + Σ + n ɔ ʔ,default,Infimate2025Hmar,nopage,hmar
